"cokey","mukey","lkey","key.join","coiid","liid","muiid","dmuiid","comppct","state"
19992391,332669,12827,"ms065_mantachie_1_30_bibb and mantachie soils, frequently flooded_c558_0",383293,12827,332669,183109,30,"MS"
19992390,332669,12827,"ms065_bibb_1_50_bibb and mantachie soils, frequently flooded_c558_0",383292,12827,332669,183109,50,"MS"
19992394,332670,12827,"ms065_unnamed hydric soils (134dr)_0_3_cadeville-freestone association, hilly_c559_0",1508196,12827,332670,183110,3,"MS"
19992392,332670,12827,"ms065_cadeville_1_49_cadeville-freestone association, hilly_c559_0",383298,12827,332670,183110,49,"MS"
19992393,332670,12827,"ms065_freestone_1_29_cadeville-freestone association, hilly_c559_0",383299,12827,332670,183110,29,"MS"
19992633,332671,12827,"ms065_darco_1_90_darco loamy sand, 0 to 5 percent slopes_c55b_0",383301,12827,332671,183111,90,"MS"
19992526,332672,12827,"ms065_falkner_1_65_falkner and cadeville soils, 2 to 5 percent slopes_c55c_0",383303,12827,332672,183112,65,"MS"
19992525,332672,12827,"ms065_cadeville_1_22_falkner and cadeville soils, 2 to 5 percent slopes_c55c_0",383304,12827,332672,183112,22,"MS"
19992636,332673,12827,"ms065_unnamed hydric soils (134dr)_0_3_falkner and cadeville soils, 5 to 12 percent slopes_c55d_0",1508197,12827,332673,183113,3,"MS"
19992634,332673,12827,"ms065_falkner_1_51_falkner and cadeville soils, 5 to 12 percent slopes_c55d_0",383305,12827,332673,183113,51,"MS"
19992635,332673,12827,"ms065_cadeville_1_25_falkner and cadeville soils, 5 to 12 percent slopes_c55d_0",383306,12827,332673,183113,25,"MS"
19992528,332674,12827,"ms065_unnamed hydric soils (133fp)_0_3_jena sandy loam_c55f_0",1508192,12827,332674,183114,3,"MS"
19992527,332674,12827,"ms065_jena_1_90_jena sandy loam_c55f_0",383307,12827,332674,183114,90,"MS"
19992240,332675,12827,"ms065_kirkville_1_64_kirkville and mantachie soils, frequently flooded_c55g_0",383309,12827,332675,183115,64,"MS"
19992239,332675,12827,"ms065_unnamed hydric soils (133fp)_0_3_kirkville and mantachie soils, frequently flooded_c55g_0",1508194,12827,332675,183115,3,"MS"
19992241,332675,12827,"ms065_mantachie_1_25_kirkville and mantachie soils, frequently flooded_c55g_0",383310,12827,332675,183115,25,"MS"
19992242,332676,12827,"ms065_mclaurin_1_90_mclaurin sandy loam, 2 to 5 percent slopes_c55h_0",383312,12827,332676,183116,90,"MS"
19992243,332677,12827,"ms065_mclaurin_1_90_mclaurin sandy loam, 12 to 17 percent slopes (heidel)_c55j_0",383313,12827,332677,183117,90,"MS"
19992244,332677,12827,"ms065_unnamed hydric soils (134dr)_0_3_mclaurin sandy loam, 12 to 17 percent slopes (heidel)_c55j_0",1508198,12827,332677,183117,3,"MS"
19992246,332678,12827,"ms065_nugent_1_90_nugent soils, frequently flooded_c55k_0",383314,12827,332678,183118,90,"MS"
19992245,332678,12827,"ms065_unnamed hydric soils (133fp)_0_3_nugent soils, frequently flooded_c55k_0",1508195,12827,332678,183118,3,"MS"
19992530,332679,12827,"ms065_ora_1_90_ora sandy loam, 0 to 2 percent slopes_c55l_0",383316,12827,332679,183119,90,"MS"
19992529,332679,12827,"ms065_unnamed hydric soils (133de)_0_3_ora sandy loam, 0 to 2 percent slopes_c55l_0",1508208,12827,332679,183119,3,"MS"
19992637,332680,12827,"ms065_ora_1_90_ora sandy loam, 2 to 5 percent slopes_c55m_0",383317,12827,332680,183120,90,"MS"
19992532,332681,12827,"ms065_unnamed hydric soils (134dr)_0_3_ora sandy loam, 5 to 8 percent slopes_c55n_0",1508199,12827,332681,183121,3,"MS"
19992531,332681,12827,"ms065_ora_1_90_ora sandy loam, 5 to 8 percent slopes_c55n_0",383318,12827,332681,183121,90,"MS"
19992533,332688,12827,"ms065_unnamed hydric soils (134dr)_0_3_ruston sandy loam, 4 to 8 percent slopes, severely eroded_c55w_0",1508201,12827,332688,183128,3,"MS"
19992534,332688,12827,"ms065_ruston_1_90_ruston sandy loam, 4 to 8 percent slopes, severely eroded_c55w_0",383326,12827,332688,183128,90,"MS"
19992639,332689,12827,"ms065_unnamed hydric soils (134dr)_0_3_ruston sandy loam, 8 to 12 percent slopes (smithdale)_c55x_0",1508202,12827,332689,183129,3,"MS"
19992638,332689,12827,"ms065_ruston_1_90_ruston sandy loam, 8 to 12 percent slopes (smithdale)_c55x_0",383327,12827,332689,183129,90,"MS"
19992536,332690,12827,"ms065_unnamed hydric soils (134dr)_0_3_ruston sandy loam, 8 to 12 percent slopes, severely eroded (smithdale)_c55y_0",1508203,12827,332690,183130,3,"MS"
19992535,332690,12827,"ms065_ruston_1_90_ruston sandy loam, 8 to 12 percent slopes, severely eroded (smithdale)_c55y_0",383328,12827,332690,183130,90,"MS"
19992640,332691,12827,"ms065_unnamed hydric soils (133de)_0_3_ruston and bassfield soils, low terrace, 0 to 2 percent slopes_c55z_0",1508211,12827,332691,183131,3,"MS"
19992641,332691,12827,"ms065_ruston_1_38_ruston and bassfield soils, low terrace, 0 to 2 percent slopes_c55z_0",383329,12827,332691,183131,38,"MS"
19992642,332691,12827,"ms065_bassfield_1_17_ruston and bassfield soils, low terrace, 0 to 2 percent slopes_c55z_0",383330,12827,332691,183131,17,"MS"
19992248,332692,12827,"ms065_unnamed hydric soils (134dr)_0_3_saffell gravelly sandy loam, 2 to 8 percent slopes_c560_0",1508204,12827,332692,183132,3,"MS"
19992247,332692,12827,"ms065_saffell_1_90_saffell gravelly sandy loam, 2 to 8 percent slopes_c560_0",383331,12827,332692,183132,90,"MS"
19992249,332693,12827,"ms065_savannah_1_90_savannah silt loam, 2 to 5 percent slopes_c561_0",383332,12827,332693,183133,90,"MS"
19992251,332694,12827,"ms065_savannah_1_90_savannah silt loam, 5 to 8 percent slopes_c562_0",1473933,12827,332694,500050,90,"MS"
19992252,332694,12827,"ms065_unnamed hydric soils (133dr)_0_2_savannah silt loam, 5 to 8 percent slopes_c562_0",1474159,12827,332694,500050,2,"MS"
19992649,332695,12827,"ms065_smithdale_1_90_smithdale sandy loam, 12 to 17 percent slopes_c563_0",1451053,12827,332695,496796,90,"MS"
19992650,332695,12827,"ms065_unnamed hydric soils (133dr)_0_2_smithdale sandy loam, 12 to 17 percent slopes_c563_0",1451056,12827,332695,496796,2,"MS"
19992643,332696,12827,"ms065_smithdale_1_90_smithdale sandy loam, 17 to 40 percent slopes_c564_0",383336,12827,332696,183136,90,"MS"
19992644,332696,12827,"ms065_unnamed hydric soils (134dr)_0_3_smithdale sandy loam, 17 to 40 percent slopes_c564_0",1508205,12827,332696,183136,3,"MS"
19992539,332697,12827,"ms065_smithdale_1_45_smithdale-udorthents complex, 5 to 25 percent slopes, severely eroded_c565_0",383338,12827,332697,183137,45,"MS"
19992537,332697,12827,"ms065_unnamed hydric soils (134dr)_0_3_smithdale-udorthents complex, 5 to 25 percent slopes, severely eroded_c565_0",1508206,12827,332697,183137,3,"MS"
19992538,332697,12827,"ms065_udorthents_1_43_smithdale-udorthents complex, 5 to 25 percent slopes, severely eroded_c565_0",383339,12827,332697,183137,43,"MS"
19992646,332698,12827,"ms065_smithdale_1_90_smithdale soils, 15 to 30 percent slopes, severely eroded_c566_0",383341,12827,332698,183138,90,"MS"
19992645,332698,12827,"ms065_unnamed hydric soils (134dr)_0_3_smithdale soils, 15 to 30 percent slopes, severely eroded_c566_0",1508207,12827,332698,183138,3,"MS"
19992540,332699,12827,"ms065_smithton_1_90_smithton silt loam_c567_0",383343,12827,332699,183139,90,"MS"
19992396,332700,12827,"ms065_stough_1_90_stough silt loam_c568_0",383346,12827,332700,183140,90,"MS"
19992395,332700,12827,"ms065_unnamed hydric soils (133de)_0_3_stough silt loam_c568_0",1508213,12827,332700,183140,3,"MS"
19992397,332701,12827,"ms065_trebloc variant_1_90_trebloc silt loam, thick surface variant_c569_0",383348,12827,332701,183141,90,"MS"
19992250,1482972,12827,"ms065_water_1_90_water_1ls4t_0",1372969,12827,1482972,483322,90,"MS"
19992253,1675918,12827,"ms065_miscellaneous water_1_100_miscellaneous water_1t7xw_0",1537021,12827,1675918,507721,100,"MS"
19992254,1676135,12827,"ms065_gravel pit_1_100_gravel pit_1t84w_0",1537708,12827,1676135,507791,100,"MS"
19992543,332683,12827,"ms065_adaton_0_1_prentiss silt loam, 0 to 2 percent slopes_2shtf_0",2327621,12827,2577229,667483,1,"MS"
19992542,332683,12827,"ms065_longview_0_2_prentiss silt loam, 0 to 2 percent slopes_2shtf_0",2327622,12827,2577229,667483,2,"MS"
19992544,332683,12827,"ms065_savannah_0_2_prentiss silt loam, 0 to 2 percent slopes_2shtf_0",2327623,12827,2577229,667483,2,"MS"
19992541,332683,12827,"ms065_prentiss_1_95_prentiss silt loam, 0 to 2 percent slopes_2shtf_0",2327620,12827,2577229,667483,95,"MS"
19992401,332686,12827,"ms065_ruston_1_87_ruston sandy loam, 2 to 5 percent slopes_2w9w9_0",2408317,12827,2660894,759787,87,"MS"
19992399,332686,12827,"ms065_mclaurin_0_5_ruston sandy loam, 2 to 5 percent slopes_2w9w9_0",2408318,12827,2660894,759787,5,"MS"
19992402,332686,12827,"ms065_smithdale_0_5_ruston sandy loam, 2 to 5 percent slopes_2w9w9_0",2408319,12827,2660894,759787,5,"MS"
19992400,332686,12827,"ms065_ora_0_3_ruston sandy loam, 2 to 5 percent slopes_2w9w9_0",2408320,12827,2660894,759787,3,"MS"
19992257,332687,12827,"ms065_smithdale_0_4_ruston sandy loam, 5 to 8 percent slopes_2w9wl_0",2408372,12827,2660903,759798,4,"MS"
19992258,332687,12827,"ms065_ora_0_3_ruston sandy loam, 5 to 8 percent slopes_2w9wl_0",2408373,12827,2660903,759798,3,"MS"
19992255,332687,12827,"ms065_mclaurin_0_3_ruston sandy loam, 5 to 8 percent slopes_2w9wl_0",2408371,12827,2660903,759798,3,"MS"
19992256,332687,12827,"ms065_ruston_1_90_ruston sandy loam, 5 to 8 percent slopes_2w9wl_0",2408370,12827,2660903,759798,90,"MS"
19992547,332682,12827,"ms065_providence_0_4_paden silt loam, 0 to 2 percent slopes_2w9wm_0",2408385,12827,2660904,759799,4,"MS"
19992549,332682,12827,"ms065_rosebloom_0_3_paden silt loam, 0 to 2 percent slopes_2w9wm_0",2408388,12827,2660904,759799,3,"MS"
19992546,332682,12827,"ms065_falkner_0_4_paden silt loam, 0 to 2 percent slopes_2w9wm_0",2408386,12827,2660904,759799,4,"MS"
19992548,332682,12827,"ms065_savannah_0_4_paden silt loam, 0 to 2 percent slopes_2w9wm_0",2408387,12827,2660904,759799,4,"MS"
19992545,332682,12827,"ms065_paden_1_85_paden silt loam, 0 to 2 percent slopes_2w9wm_0",2408384,12827,2660904,759799,85,"MS"
19991747,332702,12828,"ms067_heidel_1_45_heidel-benndale complex, 8 to 20 percent slopes_c56b_0",385217,12828,332702,184127,45,"MS"
19991745,332702,12828,"ms067_unnamed hydric soils (133dr)_0_5_heidel-benndale complex, 8 to 20 percent slopes_c56b_0",1505450,12828,332702,184127,5,"MS"
19991746,332702,12828,"ms067_benndale_1_35_heidel-benndale complex, 8 to 20 percent slopes_c56b_0",385218,12828,332702,184127,35,"MS"
19991753,332703,12828,"ms067_trebloc_1_40_trebloc silt loam and bibb fine sandy loam, occasionally and frequently flooded_c56c_0",385281,12828,332703,184159,40,"MS"
19991752,332703,12828,"ms067_bibb_1_30_trebloc silt loam and bibb fine sandy loam, occasionally and frequently flooded_c56c_0",385282,12828,332703,184159,30,"MS"
19991748,332704,12828,"ms067_quitman_1_90_quitman fine sandy loam_c56d_0",385220,12828,332704,184128,90,"MS"
19991749,332704,12828,"ms067_unnamed hydric soils (133de)_0_10_quitman fine sandy loam_c56d_0",1505434,12828,332704,184128,10,"MS"
19991751,332705,12828,"ms067_bigbee_1_90_bigbee loamy sand, occasionally flooded_c56f_0",385223,12828,332705,184129,90,"MS"
19991750,332705,12828,"ms067_unnamed hydric soils (133fp)_0_3_bigbee loamy sand, occasionally flooded_c56f_0",1505466,12828,332705,184129,3,"MS"
19991895,332706,12828,"ms067_quitman_1_29_trebloc-quitman association, occasionally flooded_c56g_0",385226,12828,332706,184130,29,"MS"
19991894,332706,12828,"ms067_trebloc_1_31_trebloc-quitman association, occasionally flooded_c56g_0",385225,12828,332706,184130,31,"MS"
19992056,332707,12828,"ms067_harleston_1_40_harleston-cahaba association, occasionally flooded_c56h_0",385228,12828,332707,184131,40,"MS"
19992057,332707,12828,"ms067_cahaba_1_32_harleston-cahaba association, occasionally flooded_c56h_0",385229,12828,332707,184131,32,"MS"
19992055,332707,12828,"ms067_unnamed hydric soils (133de)_0_5_harleston-cahaba association, occasionally flooded_c56h_0",1505433,12828,332707,184131,5,"MS"
19991896,332709,12828,"ms067_cahaba_1_95_cahaba sandy loam, occasionally flooded_c56k_0",385231,12828,332709,184132,95,"MS"
19991897,332709,12828,"ms067_unnamed hydric soils (133de)_0_5_cahaba sandy loam, occasionally flooded_c56k_0",1465946,12828,332709,184132,5,"MS"
19991755,332710,12828,"ms067_unnamed hydric soils (133dr)_0_10_benndale fine sandy loam, undulating_c56l_0",1505458,12828,332710,184160,10,"MS"
19991754,332710,12828,"ms067_benndale_1_90_benndale fine sandy loam, undulating_c56l_0",385286,12828,332710,184160,90,"MS"
19992058,332711,12828,"ms067_annemaine_1_90_annemaine silt loam, occasionally flooded_c56m_0",385236,12828,332711,184133,90,"MS"
19992059,332711,12828,"ms067_unnamed hydric soils (133de)_0_10_annemaine silt loam, occasionally flooded_c56m_0",1505436,12828,332711,184133,10,"MS"
19992052,332717,12828,"ms067_mclaurin_1_60_mclaurin-urban land complex_c56t_0",385205,12828,332717,184122,60,"MS"
19992054,332717,12828,"ms067_urban land_1_30_mclaurin-urban land complex_c56t_0",385206,12828,332717,184122,30,"MS"
19992053,332717,12828,"ms067_unnamed hydric soils (133dr)_0_3_mclaurin-urban land complex_c56t_0",1505444,12828,332717,184122,3,"MS"
19992066,332720,12828,"ms067_benndale_1_90_benndale fine sandy loam, 2 to 5 percent slopes_c56x_0",1451758,12828,332720,496839,90,"MS"
19991905,332721,12828,"ms067_benndale_1_90_benndale fine sandy loam, 5 to 8 percent slopes_c56y_0",1451761,12828,332721,496840,90,"MS"
19991906,332721,12828,"ms067_unnamed hydric soils (133dr)_0_3_benndale fine sandy loam, 5 to 8 percent slopes_c56y_0",1451777,12828,332721,496840,3,"MS"
19991907,332722,12828,"ms067_lucedale_1_90_lucedale loam, 0 to 2 percent slopes_c56z_0",1452168,12828,332722,496881,90,"MS"
19991893,332726,12828,"ms067_urban land_1_30_malbis-urban land complex_c573_0",385208,12828,332726,184123,30,"MS"
19991891,332726,12828,"ms067_malbis_1_60_malbis-urban land complex_c573_0",385207,12828,332726,184123,60,"MS"
19991892,332726,12828,"ms067_unnamed hydric soils (133dr)_0_10_malbis-urban land complex_c573_0",1505446,12828,332726,184123,10,"MS"
19991593,332732,12828,"ms067_unnamed hydric soils (133de)_0_10_pits-udorthents complex_c579_0",1505442,12828,332732,184152,10,"MS"
19991592,332732,12828,"ms067_udorthents_1_30_pits-udorthents complex_c579_0",385269,12828,332732,184152,30,"MS"
19991594,332732,12828,"ms067_pits_1_60_pits-udorthents complex_c579_0",385268,12828,332732,184152,60,"MS"
19991904,332734,12828,"ms067_bibb_1_90_bibb silt loam, frequently flooded_c57c_0",1451247,12828,332734,496815,90,"MS"
19991599,332735,12828,"ms067_benndale_1_90_benndale fine sandy loam, rolling_c57d_0",1451763,12828,332735,496841,90,"MS"
19991598,332735,12828,"ms067_unnamed hydric soils (133dr)_0_3_benndale fine sandy loam, rolling_c57d_0",1451778,12828,332735,496841,3,"MS"
19991757,332736,12828,"ms067_susquehanna_1_90_susquehanna fine sandy loam, rolling_c57f_0",385290,12828,332736,184162,90,"MS"
19991756,332736,12828,"ms067_unnamed hydric soils (133dr)_0_10_susquehanna fine sandy loam, rolling_c57f_0",1505459,12828,332736,184162,10,"MS"
19991744,332737,12828,"ms067_urban land_1_30_savannah-urban land complex_c57g_0",385214,12828,332737,184126,30,"MS"
19991743,332737,12828,"ms067_unnamed hydric soils (133dr)_0_10_savannah-urban land complex_c57g_0",1505448,12828,332737,184126,10,"MS"
19991742,332737,12828,"ms067_savannah_1_60_savannah-urban land complex_c57g_0",385213,12828,332737,184126,60,"MS"
19991595,332738,12828,"ms067_unnamed hydric soils (133dr)_0_5_susquehanna-petal association, rolling_c57h_0",1505454,12828,332738,184153,5,"MS"
19991596,332738,12828,"ms067_susquehanna_1_43_susquehanna-petal association, rolling_c57h_0",385271,12828,332738,184153,43,"MS"
19991597,332738,12828,"ms067_petal_1_31_susquehanna-petal association, rolling_c57h_0",385272,12828,332738,184153,31,"MS"
19991759,332741,12828,"ms067_unnamed hydric soils (133dr)_0_10_malbis fine sandy loam, undulating_c57l_0",1505460,12828,332741,184163,10,"MS"
19991758,332741,12828,"ms067_malbis_1_90_malbis fine sandy loam, undulating_c57l_0",385291,12828,332741,184163,90,"MS"
19991899,332743,12828,"ms067_susquehanna_1_90_susquehanna fine sandy loam, 5 to 12 percent slopes_c57n_0",385277,12828,332743,184157,90,"MS"
19991898,332743,12828,"ms067_unnamed hydric soils (133dr)_0_10_susquehanna fine sandy loam, 5 to 12 percent slopes_c57n_0",1505456,12828,332743,184157,10,"MS"
19991901,332744,12828,"ms067_unnamed hydric soils (133dr)_0_10_freest fine sandy loam, undulating_c57p_0",1505461,12828,332744,184164,10,"MS"
19991900,332744,12828,"ms067_freest_1_90_freest fine sandy loam, undulating_c57p_0",385292,12828,332744,184164,90,"MS"
19992063,332745,12828,"ms067_ruston_1_90_ruston fine sandy loam, undulating_c57q_0",385293,12828,332745,184165,90,"MS"
19992064,332745,12828,"ms067_unnamed hydric soils (133dr)_0_10_ruston fine sandy loam, undulating_c57q_0",1505462,12828,332745,184165,10,"MS"
19991903,332746,12828,"ms067_susquehanna_1_90_susquehanna fine sandy loam, undulating_c57r_0",385294,12828,332746,184166,90,"MS"
19991902,332746,12828,"ms067_unnamed hydric soils (133dr)_0_10_susquehanna fine sandy loam, undulating_c57r_0",1505463,12828,332746,184166,10,"MS"
19992062,332747,12828,"ms067_mclaurin_1_37_heidel-mclaurin association, hilly_c57s_0",385279,12828,332747,184158,37,"MS"
19992060,332747,12828,"ms067_unnamed hydric soils (133dr)_0_5_heidel-mclaurin association, hilly_c57s_0",1505457,12828,332747,184158,5,"MS"
19992061,332747,12828,"ms067_heidel_1_43_heidel-mclaurin association, hilly_c57s_0",385278,12828,332747,184158,43,"MS"
19991760,1652436,12828,"ms067_miscellaneous water_1_100_miscellaneous water_1sghd_0",1510792,12828,1652436,504973,100,"MS"
19992071,332716,12828,"ms067_quitman_0_4_trebloc silt loam, 0 to 2 percent slopes, frequently flooded_2shtt_0",2327683,12828,2577241,667496,4,"MS"
19992073,332716,12828,"ms067_trebloc_1_90_trebloc silt loam, 0 to 2 percent slopes, frequently flooded_2shtt_0",2327680,12828,2577241,667496,90,"MS"
19992070,332716,12828,"ms067_izagora_0_2_trebloc silt loam, 0 to 2 percent slopes, frequently flooded_2shtt_0",2327681,12828,2577241,667496,2,"MS"
19992072,332716,12828,"ms067_bibb_0_4_trebloc silt loam, 0 to 2 percent slopes, frequently flooded_2shtt_0",2327682,12828,2577241,667496,4,"MS"
19991775,332708,12828,"ms067_bibb_0_3_jena fine sandy loam, 0 to 2 percent slopes, frequently flooded_2tjln_0",2394471,12828,2607771,700877,3,"MS"
19991777,332708,12828,"ms067_kirkville_0_3_jena fine sandy loam, 0 to 2 percent slopes, frequently flooded_2tjln_0",2394470,12828,2607771,700877,3,"MS"
19991778,332708,12828,"ms067_jena_1_90_jena fine sandy loam, 0 to 2 percent slopes, frequently flooded_2tjln_0",2394462,12828,2607771,700877,90,"MS"
19991776,332708,12828,"ms067_annemaine_0_2_jena fine sandy loam, 0 to 2 percent slopes, frequently flooded_2tjln_0",2394472,12828,2607771,700877,2,"MS"
19991779,332708,12828,"ms067_mantachie_0_2_jena fine sandy loam, 0 to 2 percent slopes, frequently flooded_2tjln_0",2408247,12828,2607771,700877,2,"MS"
19992092,332733,12828,"ms067_udorthents_0_5_urban land, 0 to 8 percent slopes_2x5b2_0",2654529,12828,2686307,789509,5,"MS"
19992091,332733,12828,"ms067_smithton_0_5_urban land, 0 to 8 percent slopes_2x5b2_0",2654527,12828,2686307,789509,5,"MS"
19992090,332733,12828,"ms067_saucier_0_5_urban land, 0 to 8 percent slopes_2x5b2_0",2654528,12828,2686307,789509,5,"MS"
19992093,332733,12828,"ms067_urban land_1_85_urban land, 0 to 8 percent slopes_2x5b2_0",2570773,12828,2686307,789509,85,"MS"
19993469,332750,12829,"ms069_demopolis_1_25_binnsville-demopolis complex, 2 to 5 percent slopes, eroded_c57w_0",386556,12829,332750,185027,25,"MS"
19993468,332750,12829,"ms069_binnsville_1_37_binnsville-demopolis complex, 2 to 5 percent slopes, eroded_c57w_0",386555,12829,332750,185027,37,"MS"
19993198,332751,12829,"ms069_catalpa_1_90_catalpa silty clay loam, occasionally flooded_c57x_0",386557,12829,332751,185028,90,"MS"
19993199,332751,12829,"ms069_unnamed hydric soils (135fp)_0_10_catalpa silty clay loam, occasionally flooded_c57x_0",1533654,12829,332751,185028,10,"MS"
19993200,332753,12829,"ms069_daleville_1_90_daleville sandy loam, frequently flooded_c57z_0",386564,12829,332753,185030,90,"MS"
19993202,332754,12829,"ms069_rock outcrop_1_37_demopolis-rock outcrop, chalk complex, 5 to 12 percent slopes, severely eroded_c580_chalk",386568,12829,332754,185031,37,"MS"
19993201,332754,12829,"ms069_demopolis_1_42_demopolis-rock outcrop, chalk complex, 5 to 12 percent slopes, severely eroded_c580_0",386567,12829,332754,185031,42,"MS"
19993203,332755,12829,"ms069_freest_1_90_freest sandy loam, 0 to 2 percent slopes_c581_0",386569,12829,332755,185032,90,"MS"
19993204,332755,12829,"ms069_unnamed hydric soils (133de)_0_10_freest sandy loam, 0 to 2 percent slopes_c581_0",1533593,12829,332755,185032,10,"MS"
19993628,332756,12829,"ms069_freest_1_90_freest sandy loam, 2 to 5 percent slopes, eroded_c582_0",386570,12829,332756,185033,90,"MS"
19993471,332757,12829,"ms069_unnamed hydric soils (135fp)_0_10_houlka silty clay loam, frequently flooded_c583_0",1533647,12829,332757,185034,10,"MS"
19993470,332757,12829,"ms069_houlka_1_90_houlka silty clay loam, frequently flooded_c583_0",386571,12829,332757,185034,90,"MS"
19993472,332759,12829,"ms069_kinston_1_90_kinston loam, occasionally flooded_c585_0",386578,12829,332759,185036,90,"MS"
19993324,332763,12829,"ms069_unnamed hydric soils (133fp)_0_3_kirkville fine sandy loam, frequently flooded_c589_0",1533670,12829,332763,185040,3,"MS"
19993325,332763,12829,"ms069_kirkville_1_90_kirkville fine sandy loam, frequently flooded_c589_0",386589,12829,332763,185040,90,"MS"
19993473,332764,12829,"ms069_unnamed hydric soils (135fp)_0_10_leeper clay loam, occasionally flooded_c58b_0",1533648,12829,332764,185041,10,"MS"
19993474,332764,12829,"ms069_leeper_1_90_leeper clay loam, occasionally flooded_c58b_0",386592,12829,332764,185041,90,"MS"
19993206,332769,12829,"ms069_mooreville_1_90_mooreville loam, occasionally flooded_c58h_0",386609,12829,332769,185046,90,"MS"
19993205,332769,12829,"ms069_unnamed hydric soils (133fp)_0_3_mooreville loam, occasionally flooded_c58h_0",1533677,12829,332769,185046,3,"MS"
19993476,332773,12829,"ms069_oktibbeha_1_90_oktibbeha silty clay loam, 5 to 8 percent slopes, severely eroded_c58m_0",1372976,12829,332773,185050,90,"MS"
19993475,332773,12829,"ms069_unnamed hydric soils (135dr)_0_10_oktibbeha silty clay loam, 5 to 8 percent slopes, severely eroded_c58m_0",1533695,12829,332773,185050,10,"MS"
19993629,332774,12829,"ms069_oktibbeha_1_90_oktibbeha silty clay loam, 8 to 12 percent slopes, severely eroded_c58n_0",386618,12829,332774,185051,90,"MS"
19993630,332774,12829,"ms069_unnamed hydric soils (135dr)_0_10_oktibbeha silty clay loam, 8 to 12 percent slopes, severely eroded_c58n_0",1533696,12829,332774,185051,10,"MS"
19993326,332778,12829,"ms069_pits_1_60_pits-udorthents complex_c58s_0",386622,12829,332778,185055,60,"MS"
19993328,332778,12829,"ms069_unnamed hydric soils (133de)_0_10_pits-udorthents complex_c58s_0",1533704,12829,332778,185055,10,"MS"
19993327,332778,12829,"ms069_udorthents_1_30_pits-udorthents complex_c58s_0",386623,12829,332778,185055,30,"MS"
19993633,332781,12829,"ms069_unnamed hydric soils (133de)_0_5_quitman-stough association, 0 to 3 percent slopes_c58w_0",1533596,12829,332781,185058,5,"MS"
19993631,332781,12829,"ms069_stough_1_40_quitman-stough association, 0 to 3 percent slopes_c58w_0",386630,12829,332781,185058,40,"MS"
19993632,332781,12829,"ms069_quitman_1_46_quitman-stough association, 0 to 3 percent slopes_c58w_0",386629,12829,332781,185058,46,"MS"
19993478,332782,12829,"ms069_unnamed hydric soils (133de)_0_10_quitman silt loam, 0 to 2 percent slopes_c58x_0",1533594,12829,332782,185059,10,"MS"
19993477,332782,12829,"ms069_quitman_1_90_quitman silt loam, 0 to 2 percent slopes_c58x_0",386633,12829,332782,185059,90,"MS"
19993208,332786,12829,"ms069_smithdale_1_90_smithdale fine sandy loam, hilly, 8 to 35 percent slopes_c591_0",386641,12829,332786,185063,90,"MS"
19993207,332786,12829,"ms069_unnamed hydric soils (133dr)_0_10_smithdale fine sandy loam, hilly, 8 to 35 percent slopes_c591_0",1533574,12829,332786,185063,10,"MS"
19993210,332787,12829,"ms069_smithdale_1_43_smithdale-ruston association, 5 to 15 percent slopes_c592_0",386644,12829,332787,185064,43,"MS"
19993209,332787,12829,"ms069_ruston_1_27_smithdale-ruston association, 5 to 15 percent slopes_c592_0",386645,12829,332787,185064,27,"MS"
19993211,332787,12829,"ms069_unnamed hydric soils (133dr)_0_5_smithdale-ruston association, 5 to 15 percent slopes_c592_0",1533575,12829,332787,185064,5,"MS"
19993481,332789,12829,"ms069_unnamed hydric soils (133dr)_0_5_sweatman-smithdale association, 5 to 12 percent slopes_c594_0",1533582,12829,332789,185066,5,"MS"
19993480,332789,12829,"ms069_smithdale_1_20_sweatman-smithdale association, 5 to 12 percent slopes_c594_0",386653,12829,332789,185066,20,"MS"
19993479,332789,12829,"ms069_sweatman_1_61_sweatman-smithdale association, 5 to 12 percent slopes_c594_0",386652,12829,332789,185066,61,"MS"
19993329,332795,12829,"ms069_unnamed hydric soils (133dr)_0_10_smithdale fine sandy loam, 12 to 17 percent slopes, eroded_c59b_0",1533572,12829,332795,185072,10,"MS"
19993330,332795,12829,"ms069_smithdale_1_90_smithdale fine sandy loam, 12 to 17 percent slopes, eroded_c59b_0",386664,12829,332795,185072,90,"MS"
19993332,332796,12829,"ms069_unnamed hydric soils (133dr)_0_10_smithdale fine sandy loam, 17 to 35 percent slopes_c59c_0",1533573,12829,332796,185073,10,"MS"
19993331,332796,12829,"ms069_smithdale_1_90_smithdale fine sandy loam, 17 to 35 percent slopes_c59c_0",386665,12829,332796,185073,90,"MS"
19993482,332798,12829,"ms069_sumter_1_38_sumter-demopolis complex, 5 to 17 percent slopes, severely eroded_c59f_0",386669,12829,332798,185075,38,"MS"
19993484,332798,12829,"ms069_unnamed hydric soils (135dr)_0_5_sumter-demopolis complex, 5 to 17 percent slopes, severely eroded_c59f_0",1533697,12829,332798,185075,5,"MS"
19993483,332798,12829,"ms069_demopolis_1_17_sumter-demopolis complex, 5 to 17 percent slopes, severely eroded_c59f_0",386670,12829,332798,185075,17,"MS"
19993213,332802,12829,"ms069_sweatman_1_90_sweatman fine sandy loam, 12 to 30 percent slopes, eroded_c59k_0",386674,12829,332802,185079,90,"MS"
